months_as_customer,age,policy_number,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,capital-gains,capital-loss,incident_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year
126,28,596914,500,1508.9,0,472814,0,0,Multi-vehicle Collision,Total Loss,Police,WV,Northbend,3,4,0,1,67800,11300,11300,45200,Ford,2011
132,32,684653,2000,1106.84,0,464362,43100,-31900,Vehicle Theft,Minor Damage,Police,SC,Riverwood,21,1,1,1,5600,1120,560,3920,Suburu,2005
370,55,528259,2000,1389.13,7000000,456203,0,-53200,Vehicle Theft,Minor Damage,None,NC,Northbrook,6,1,0,2,9000,900,1800,6300,Mercedes,2015
257,43,797636,1000,974.84,0,468984,52100,0,Single Vehicle Collision,Total Loss,Police,VA,Northbend,0,1,0,1,85320,21330,7110,56880,Nissan,2006
9,24,326180,2000,1304.46,0,473349,51700,-33300,Vehicle Theft,Trivial Damage,None,NC,Arlington,6,1,0,3,5940,540,1080,4320,Audi,2001
185,34,620075,500,1257.36,0,474771,0,0,Multi-vehicle Collision,Major Damage,Fire,SC,Arlington,20,3,1,1,51370,9340,4670,37360,BMW,2000
234,43,965187,500,1257.04,0,448294,0,-48800,Single Vehicle Collision,Major Damage,Police,SC,Northbrook,4,1,2,2,51600,10320,5160,36120,Dodge,2011
253,44,516182,2000,719.52,0,606606,45800,0,Parked Car,Trivial Damage,None,SC,Arlington,9,1,0,3,5400,600,600,4200,Chevrolet,1998
233,39,728839,2000,1524.18,0,605220,0,0,Multi-vehicle Collision,Minor Damage,Fire,SC,Northbrook,20,3,1,0,48870,5430,5430,38010,Saab,1999
274,44,771509,500,1395.58,0,466612,0,0,Vehicle Theft,Minor Damage,Police,WV,Springfield,7,1,2,1,5590,860,860,3870,BMW,2000
297,48,264221,1000,1243.68,0,463331,0,-71400,Multi-vehicle Collision,Major Damage,Other,NY,Springfield,18,3,0,2,54960,6870,0,48090,Toyota,2002
273,47,602704,1000,1189.04,0,457843,59600,0,Multi-vehicle Collision,Minor Damage,Police,VA,Northbrook,0,3,1,3,39800,7960,3980,27860,Jeep,2014
147,37,672416,2000,1375.29,0,609226,0,0,Multi-vehicle Collision,Major Damage,Ambulance,SC,Columbus,11,3,0,1,56160,6240,6240,43680,Ford,2015
285,42,545506,500,1389.13,0,452942,63100,-79400,Single Vehicle Collision,Total Loss,Fire,VA,Hillsdale,13,1,0,3,52700,5270,10540,36890,Toyota,2005
289,43,777533,1000,1387.51,0,609390,0,0,Multi-vehicle Collision,Minor Damage,Fire,NY,Riverwood,19,3,1,3,68580,7620,7620,53340,Jeep,2010
427,60,953334,1000,1178.61,7000000,446608,0,-54400,Single Vehicle Collision,Major Damage,Ambulance,NY,Springfield,23,1,1,2,90860,12980,19470,58410,Volkswagen,2004
380,53,369781,2000,1166.62,6000000,602500,0,0,Parked Car,Trivial Damage,Police,NC,Northbend,23,1,0,3,5700,570,570,4560,Saab,2001
13,21,990998,1000,1556.31,0,463809,0,-75000,Multi-vehicle Collision,Total Loss,Police,NY,Hillsdale,19,3,2,0,94930,8630,8630,77670,Accura,2014
282,43,982678,500,1452.27,0,611996,75800,0,Single Vehicle Collision,Major Damage,Ambulance,SC,Northbend,19,1,1,2,46800,4680,9360,32760,Audi,2007
312,47,646069,1000,1212.07,0,459298,66900,-51800,Multi-vehicle Collision,Total Loss,Fire,NY,Northbend,17,3,2,3,56320,7040,7040,42240,Mercedes,2000
266,46,331683,2000,1578.54,0,468158,0,-41400,Single Vehicle Collision,Minor Damage,Fire,WV,Hillsdale,18,1,1,3,83490,7590,15180,60720,Nissan,1996
30,36,364055,500,1488.26,0,440831,0,-63500,Multi-vehicle Collision,Total Loss,Police,WV,Northbrook,17,3,2,2,57900,5790,5790,46320,Saab,2008
198,36,521854,1000,1096.39,0,603848,0,0,Multi-vehicle Collision,Total Loss,Fire,SC,Springfield,11,3,1,3,49410,5490,5490,38430,Audi,2015
290,45,737252,2000,1215.36,0,617739,54400,0,Multi-vehicle Collision,Minor Damage,Fire,WV,Northbend,22,3,0,1,66200,6620,6620,52960,Suburu,2012
260,46,344480,2000,1482.57,0,607133,35000,0,Single Vehicle Collision,Minor Damage,Fire,NY,Columbus,7,1,0,1,64080,10680,10680,42720,Toyota,2005
233,43,898519,1000,954.18,0,437470,0,0,Multi-vehicle Collision,Minor Damage,Other,SC,Northbrook,17,3,2,3,42500,8500,4250,29750,Nissan,2000
130,30,957816,2000,1193.4,0,461372,0,-40800,Multi-vehicle Collision,Total Loss,Other,SC,Columbus,16,3,2,3,48950,8900,4450,35600,Suburu,2005
230,42,175960,1000,1023.11,0,476130,0,-45300,Multi-vehicle Collision,Minor Damage,Other,NY,Northbend,13,3,1,2,58850,10700,10700,37450,Accura,1999
212,40,489618,1000,1524.45,0,452438,73200,0,Multi-vehicle Collision,Minor Damage,Other,NY,Northbrook,17,3,0,2,82400,8240,8240,65920,Nissan,2006
299,44,717044,1000,1653.32,0,460517,0,-48800,Single Vehicle Collision,Minor Damage,Ambulance,WV,Springfield,3,1,2,0,54240,6780,6780,40680,Suburu,2009
91,26,101421,1000,1022.46,0,444896,52700,0,Multi-vehicle Collision,Minor Damage,Other,SC,Arlington,15,3,0,2,74200,7420,7420,59360,Jeep,1996
398,53,793948,2000,1396.43,0,448722,21500,0,Single Vehicle Collision,Total Loss,Fire,WV,Hillsdale,16,1,2,1,47430,5270,5270,36890,Toyota,2000
218,43,737483,500,1521.55,0,477856,61100,-64500,Single Vehicle Collision,Major Damage,Fire,SC,Hillsdale,18,1,1,3,68200,13640,6820,47740,Dodge,2003
152,33,695117,1000,1034.27,0,617721,0,0,Single Vehicle Collision,Minor Damage,Fire,NY,Hillsdale,18,1,1,0,63900,7100,7100,49700,Accura,2014
212,39,167466,1000,1255.35,0,454176,60300,-58900,Multi-vehicle Collision,Total Loss,Ambulance,NY,Riverwood,22,2,0,3,59300,11860,5930,41510,Dodge,2008
242,44,664732,2000,1396.89,6000000,618127,0,-61600,Multi-vehicle Collision,Minor Damage,Other,SC,Springfield,15,3,1,2,66900,6690,13380,46830,Suburu,1999
80,27,143038,500,795.31,0,441923,0,-51000,Multi-vehicle Collision,Major Damage,Police,OH,Arlington,16,3,1,3,40810,3710,7420,29680,Ford,2000
260,43,979963,500,982.22,0,604279,54500,-72100,Single Vehicle Collision,Total Loss,Fire,NY,Riverwood,18,1,1,0,75400,15080,7540,52780,Honda,2011
133,34,467841,500,1074.07,0,440833,70900,-61100,Parked Car,Minor Damage,None,WV,Northbend,8,1,2,0,4200,420,840,2940,Jeep,2013
290,45,219028,1000,1311.3,0,451550,38500,0,Multi-vehicle Collision,Major Damage,Ambulance,NY,Hillsdale,23,3,0,0,52650,5850,5850,40950,Ford,2001
322,49,130156,2000,1277.12,0,431853,0,-46000,Single Vehicle Collision,Major Damage,Ambulance,WV,Hillsdale,18,1,0,2,42240,7680,7680,26880,Chevrolet,2007
228,39,762951,500,1388.62,0,614274,35200,0,Single Vehicle Collision,Minor Damage,Other,NC,Riverwood,10,1,1,0,59490,6610,6610,46270,Mercedes,1995
195,37,376879,1000,1406.52,8000000,619148,0,0,Single Vehicle Collision,Major Damage,Ambulance,SC,Arlington,12,1,0,2,44200,4420,4420,35360,Jeep,2002
247,39,599031,500,1558.29,0,456781,0,-49300,Vehicle Theft,Trivial Damage,Police,WV,Springfield,5,1,1,2,7700,770,1540,5390,Saab,2000
405,57,676255,1000,1132.47,4000000,434293,46300,0,Multi-vehicle Collision,Total Loss,Other,NY,Northbend,21,3,2,3,61440,10240,10240,40960,Saab,2008
144,37,985446,2000,1896.91,0,460895,73700,0,Multi-vehicle Collision,Major Damage,Fire,SC,Columbus,17,3,1,3,54400,5440,10880,38080,Chevrolet,2015
338,47,884180,500,1143.46,4000000,601600,0,0,Single Vehicle Collision,Total Loss,Other,NC,Arlington,4,1,2,1,58560,9760,9760,39040,Mercedes,2002
121,34,571462,500,1285.42,0,465440,0,0,Single Vehicle Collision,Major Damage,Fire,VA,Northbrook,11,1,1,1,67300,6730,6730,53840,Dodge,2000
398,55,815883,2000,1305.26,0,455482,66200,-49700,Single Vehicle Collision,Major Damage,Fire,VA,Hillsdale,18,1,1,3,36740,3340,6680,26720,BMW,1998
9,30,258265,1000,1073.83,0,438877,0,0,Single Vehicle Collision,Total Loss,Police,NY,Northbrook,12,1,0,0,85690,15580,15580,54530,BMW,2011
115,31,569714,1000,1051.67,0,479824,0,0,Multi-vehicle Collision,Major Damage,Ambulance,WV,Riverwood,18,3,0,3,34160,0,4270,29890,Audi,2005
280,48,180008,1000,1387.35,0,477415,0,-72000,Single Vehicle Collision,Minor Damage,Fire,WV,Hillsdale,16,1,2,2,61320,10220,10220,40880,BMW,1998
254,45,633375,500,1083.64,0,614372,59800,0,Multi-vehicle Collision,Total Loss,Police,NC,Columbus,19,3,0,0,79680,13280,13280,53120,BMW,2004
141,30,556538,1000,1851.78,0,465248,78800,0,Single Vehicle Collision,Total Loss,Fire,SC,Riverwood,13,1,1,0,61740,6860,6860,48020,Audi,2002
441,55,669501,500,1270.29,4000000,449421,24000,-50500,Parked Car,Minor Damage,None,VA,Arlington,4,1,0,0,6400,640,640,5120,Honda,2002
381,55,963761,500,1459.99,0,445856,35900,0,Single Vehicle Collision,Major Damage,Fire,SC,Northbrook,8,1,1,2,60600,12120,6060,42420,Accura,2011
191,38,753005,2000,1253.44,0,608525,0,0,Multi-vehicle Collision,Major Damage,Ambulance,VA,Hillsdale,19,3,2,0,56320,10240,5120,40960,Volkswagen,2007
145,34,454758,1000,1142.48,0,608813,0,0,Single Vehicle Collision,Total Loss,Ambulance,NC,Northbend,18,1,2,0,52250,9500,4750,38000,Suburu,2012
479,60,698589,1000,1188.45,0,459295,0,-44800,Multi-vehicle Collision,Total Loss,Other,SC,Arlington,9,2,0,3,53900,5390,10780,37730,Saab,2006
215,35,330119,1000,1125.4,0,606144,40000,-43400,Vehicle Theft,Trivial Damage,None,WV,Columbus,6,1,2,1,2640,220,440,1980,Jeep,2001
41,33,164464,500,1294.41,0,476315,0,0,Vehicle Theft,Minor Damage,None,NC,Arlington,8,1,0,0,8970,1380,1380,6210,Dodge,2011
45,31,927354,500,1459.5,0,475891,0,0,Parked Car,Minor Damage,None,NY,Springfield,6,1,1,3,6000,1000,1000,4000,Suburu,2000
156,38,231508,500,1367.99,0,462525,26500,0,Multi-vehicle Collision,Major Damage,Fire,WV,Northbend,23,3,0,3,55200,11040,5520,38640,Saab,1998
246,45,272910,500,1594.37,0,606283,0,0,Parked Car,Trivial Damage,None,SC,Riverwood,13,1,0,3,7260,660,1320,5280,Saab,2008
178,39,305758,500,1035.99,0,465252,0,0,Multi-vehicle Collision,Minor Damage,Police,NY,Springfield,3,3,2,0,64680,11760,11760,41160,Jeep,2010
237,43,950542,500,911.53,0,449979,53200,0,Single Vehicle Collision,Major Damage,Police,WV,Northbrook,23,1,0,1,59200,0,11840,47360,Chevrolet,1998
127,34,291544,500,1319.97,0,604681,73700,0,Vehicle Theft,Minor Damage,None,NC,Arlington,8,1,1,3,4700,470,940,3290,Saab,1998
1,33,388616,2000,1391.63,0,466390,61200,0,Single Vehicle Collision,Total Loss,Other,NY,Columbus,23,1,0,3,69400,6940,6940,55520,Mercedes,2000
5,21,577992,500,915.41,5000000,612316,0,0,Single Vehicle Collision,Total Loss,Police,NY,Northbrook,23,1,0,0,40500,4050,4050,32400,Nissan,1998
64,28,342830,1000,1468.82,0,474731,56800,-51800,Multi-vehicle Collision,Minor Damage,Fire,SC,Riverwood,9,3,2,1,60000,5000,10000,45000,Honda,1997
142,30,491170,500,1412.76,0,603260,66400,-63700,Single Vehicle Collision,Minor Damage,Other,WV,Riverwood,22,1,2,3,67320,11220,11220,44880,Volkswagen,1996
97,27,175553,500,1588.26,0,434370,56700,-49300,Multi-vehicle Collision,Total Loss,Other,VA,Riverwood,22,3,2,1,75690,8410,8410,58870,Saab,2014
121,31,439341,1000,1140.91,0,478388,51300,0,Multi-vehicle Collision,Major Damage,Fire,VA,Northbend,15,3,1,2,64300,6430,6430,51440,Chevrolet,2002
225,43,221186,1000,1517.54,0,617883,0,-20900,Multi-vehicle Collision,Major Damage,Police,SC,Columbus,16,3,2,0,64400,6440,6440,51520,BMW,2011
425,53,868031,2000,912.29,0,464808,42900,-39100,Multi-vehicle Collision,Minor Damage,Fire,WV,Northbend,17,3,1,2,97080,16180,16180,64720,Saab,2005
285,44,844117,2000,1144.3,0,609458,52600,0,Vehicle Theft,Minor Damage,Police,WV,Northbrook,3,1,1,0,5500,500,500,4500,Honda,2010
192,38,744557,1000,1281.43,0,432405,65100,-50300,Multi-vehicle Collision,Total Loss,Other,SC,Northbend,10,3,0,2,30700,3070,6140,21490,Jeep,2010
285,48,159536,2000,1101.85,0,457875,46100,0,Single Vehicle Collision,Minor Damage,Police,PA,Springfield,9,1,1,2,33480,3720,3720,26040,Nissan,2012
98,26,727109,2000,1082.1,0,477268,0,-30900,Multi-vehicle Collision,Total Loss,Police,WV,Northbend,13,2,0,1,65430,14540,7270,43620,Jeep,2001
175,36,155604,500,1185.44,0,437580,44900,-52500,Multi-vehicle Collision,Major Damage,Police,NC,Northbend,15,3,2,1,42680,3880,7760,31040,Accura,2006
259,45,608443,2000,1175.07,0,457121,30100,0,Single Vehicle Collision,Minor Damage,Fire,WV,Springfield,23,1,1,1,87780,7980,7980,71820,Honda,2011
140,36,117862,2000,979.26,0,436364,0,-67000,Multi-vehicle Collision,Major Damage,Fire,NY,Riverwood,2,4,0,2,72800,14560,14560,43680,Honda,1998
231,37,991553,500,920.81,0,467654,0,0,Single Vehicle Collision,Major Damage,Fire,SC,Hillsdale,14,1,2,0,71190,0,7910,63280,Mercedes,1997
186,38,727443,500,922.85,0,471148,70300,-70900,Vehicle Theft,Trivial Damage,None,NY,Hillsdale,7,1,1,1,3600,400,400,2800,Honda,1999
229,41,378587,2000,1107.59,3000000,468202,65400,0,Single Vehicle Collision,Major Damage,Other,NY,Columbus,23,1,1,3,62640,10440,10440,41760,Mercedes,2009
180,36,420948,500,1272.46,0,456959,0,0,Multi-vehicle Collision,Minor Damage,Ambulance,NY,Northbrook,7,3,2,1,69630,12660,6330,50640,Toyota,1998
188,33,457188,1000,1340.24,0,447274,0,-68800,Multi-vehicle Collision,Minor Damage,Police,NY,Hillsdale,8,3,1,0,76010,13820,6910,55280,Dodge,1995
214,40,118236,1000,1648,0,608405,57700,-43500,Single Vehicle Collision,Total Loss,Other,WV,Northbrook,17,1,1,0,44220,8040,4020,32160,Accura,2000
178,38,987524,500,1381.14,0,472253,0,0,Multi-vehicle Collision,Minor Damage,Other,NY,Northbrook,10,3,0,3,57200,5200,10400,41600,BMW,2011
55,35,490596,500,1198.44,8000000,438923,0,0,Vehicle Theft,Minor Damage,Police,WV,Columbus,9,1,0,3,3080,560,560,1960,Nissan,1998
90,31,524215,2000,951.27,0,607131,42100,0,Single Vehicle Collision,Total Loss,Other,SC,Hillsdale,2,1,1,0,75790,13780,6890,55120,Accura,2007
135,30,913464,2000,1341.24,0,601701,37100,-46500,Multi-vehicle Collision,Minor Damage,Ambulance,WV,Riverwood,18,3,0,1,32670,5940,2970,23760,Honda,2003
277,46,398484,2000,1177.57,0,469220,0,-65500,Vehicle Theft,Minor Damage,Police,VA,Arlington,4,1,2,3,3870,430,860,2580,Jeep,2010
211,38,752504,1000,1055.09,0,433250,0,0,Single Vehicle Collision,Total Loss,Fire,NY,Columbus,12,1,0,3,91520,8320,16640,66560,BMW,2005
156,32,449263,500,1479.48,0,444413,0,0,Single Vehicle Collision,Major Damage,Other,NY,Northbrook,15,1,1,3,74690,6790,13580,54320,Dodge,2008
84,30,844007,2000,1827.38,0,433593,0,-15900,Vehicle Theft,Trivial Damage,Police,VA,Springfield,9,1,1,3,4620,420,840,3360,Audi,1998
136,32,686522,500,1169.62,0,458143,0,0,Single Vehicle Collision,Major Damage,Police,SC,Arlington,6,1,0,0,55000,10000,10000,35000,Toyota,2008
310,48,670142,500,1516.34,0,474167,11000,0,Multi-vehicle Collision,Major Damage,Police,SC,Springfield,11,4,0,2,59400,13200,6600,39600,Saab,1996
123,34,607687,2000,1270.21,0,476413,16100,-61200,Multi-vehicle Collision,Total Loss,Fire,PA,Columbus,13,3,1,1,55260,6140,0,49120,Nissan,2000
243,44,967713,500,809.11,0,600208,33200,0,Multi-vehicle Collision,Minor Damage,Other,NC,Springfield,4,3,2,1,51400,5140,10280,35980,Honda,1996
36,37,291902,1000,1115.81,0,618926,0,-59800,Multi-vehicle Collision,Minor Damage,Ambulance,NY,Columbus,20,3,1,3,48780,5420,10840,32520,Dodge,2008
146,31,149839,1000,1457.65,5000000,606219,0,0,Multi-vehicle Collision,Major Damage,Ambulance,VA,Riverwood,0,3,1,3,52380,5820,5820,40740,Toyota,2010
154,34,840225,1000,1041.36,0,448436,53100,-43900,Multi-vehicle Collision,Total Loss,Other,WV,Hillsdale,18,4,2,3,74360,13520,13520,47320,Toyota,2005
204,40,643226,1000,1693.83,7000000,447976,44000,-20800,Single Vehicle Collision,Minor Damage,Police,NY,Northbrook,6,1,1,0,53400,5340,5340,42720,Honda,2003
458,59,535879,1000,1685.69,0,472236,31400,0,Single Vehicle Collision,Total Loss,Police,VA,Hillsdale,23,1,2,2,71800,14360,14360,43080,Jeep,1995
147,31,746630,500,1054.92,6000000,468232,51900,0,Single Vehicle Collision,Major Damage,Other,NY,Northbrook,4,1,0,0,68240,8530,0,59710,Toyota,2013
279,45,598308,2000,1333.97,6000000,620819,61100,-30700,Multi-vehicle Collision,Major Damage,Other,SC,Arlington,21,3,1,0,61050,11100,11100,38850,Dodge,2011
308,47,720356,1000,1013.61,6000000,452349,45700,-41400,Parked Car,Minor Damage,None,NY,Springfield,7,1,1,1,5590,860,860,3870,Suburu,2002
284,48,724752,500,958.3,0,464646,47900,0,Multi-vehicle Collision,Major Damage,Fire,NY,Columbus,19,3,0,0,46860,8520,8520,29820,Volkswagen,1998
108,31,148498,2000,1112.04,6000000,472209,52800,-54300,Parked Car,Minor Damage,None,SC,Arlington,5,1,1,3,4290,780,780,2730,Volkswagen,1998
421,57,110122,2000,1206.26,0,459955,69900,0,Multi-vehicle Collision,Minor Damage,Police,NC,Arlington,22,3,0,0,78500,15700,7850,54950,Audi,2015
266,42,281388,1000,763.67,0,473389,12800,-49700,Single Vehicle Collision,Total Loss,Police,SC,Northbrook,12,1,1,3,70830,7870,7870,55090,Jeep,2005
412,56,728600,500,1042.56,0,616767,0,-66100,Multi-vehicle Collision,Total Loss,Police,SC,Springfield,19,3,0,2,68040,15120,7560,45360,Suburu,1997
31,32,231548,2000,1263.48,4000000,442948,46800,-87300,Single Vehicle Collision,Major Damage,Fire,WV,Hillsdale,10,1,2,0,63600,5300,10600,47700,Audi,1997
465,63,531160,500,1006.99,6000000,458936,0,0,Single Vehicle Collision,Minor Damage,Other,WV,Columbus,7,1,0,3,43560,4840,4840,33880,Suburu,2015
126,31,889003,1000,1328.26,0,613921,42300,-45800,Single Vehicle Collision,Total Loss,Police,WV,Hillsdale,17,1,1,1,60840,13520,6760,40560,Suburu,2011
407,55,193213,1000,1250.08,5000000,474598,0,-57700,Multi-vehicle Collision,Total Loss,Police,WV,Arlington,0,3,2,3,68160,11360,11360,45440,Ford,2010
101,27,557218,500,982.7,6000000,440865,30800,-43700,Parked Car,Minor Damage,None,SC,Arlington,9,1,1,0,5170,940,470,3760,Toyota,2001
187,37,125591,1000,1412.06,5000000,450947,60100,0,Single Vehicle Collision,Total Loss,Ambulance,NC,Riverwood,21,1,0,3,57700,5770,5770,46160,Nissan,2000
252,46,227244,2000,1066.7,0,473370,0,0,Multi-vehicle Collision,Total Loss,Other,VA,Northbend,22,3,0,2,89520,14920,14920,59680,Audi,2014
229,43,791425,2000,1585.54,0,463153,42600,-44400,Vehicle Theft,Minor Damage,None,WV,Hillsdale,3,1,1,0,4620,420,840,3360,Volkswagen,2012
246,39,354455,1000,1416.08,0,612546,0,-36600,Single Vehicle Collision,Minor Damage,Ambulance,WV,Northbrook,16,1,0,3,45180,5020,5020,35140,Honda,2004
190,38,601042,500,1246.03,0,442919,61900,-50000,Single Vehicle Collision,Total Loss,Other,NY,Riverwood,14,1,0,0,45100,9020,4510,31570,Nissan,2013
95,32,433663,2000,1356.64,0,449352,67800,-48600,Multi-vehicle Collision,Total Loss,Police,SC,Springfield,21,3,0,3,83160,15120,15120,52920,Toyota,2003
205,42,471938,2000,1387.7,4000000,470104,0,0,Single Vehicle Collision,Minor Damage,Police,WV,Columbus,19,1,2,1,86130,15660,15660,54810,Chevrolet,1995
41,25,564654,1000,1004.14,0,459889,35400,0,Multi-vehicle Collision,Major Damage,Fire,NC,Hillsdale,13,3,1,3,48000,9600,4800,33600,Dodge,1995
137,35,645723,500,1107.07,0,478868,0,-45300,Vehicle Theft,Minor Damage,Police,VA,Hillsdale,21,1,0,0,3300,600,600,2100,Saab,2008
194,34,573572,500,1429.96,0,463307,67800,0,Multi-vehicle Collision,Minor Damage,Ambulance,NY,Northbend,11,3,1,2,57200,11440,5720,40040,Toyota,2005
128,35,437960,1000,1074.99,0,453620,0,-48800,Vehicle Theft,Trivial Damage,Police,VA,Columbus,16,1,2,0,7590,1380,690,5520,Accura,2012
150,37,649800,1000,1007,0,466238,30400,-89400,Single Vehicle Collision,Total Loss,Police,VA,Arlington,9,1,0,2,80080,12320,12320,55440,Chevrolet,2013
104,30,544225,500,1052.85,0,607697,0,-70100,Vehicle Theft,Minor Damage,Police,WV,Riverwood,8,1,0,0,4800,960,480,3360,BMW,2006
163,37,390256,1000,1200.33,4000000,477631,0,-36400,Vehicle Theft,Minor Damage,Police,WV,Springfield,7,1,2,1,3900,390,780,2730,Volkswagen,2008
80,26,488597,1000,1343,0,443625,64600,0,Single Vehicle Collision,Minor Damage,Other,SC,Arlington,12,1,0,0,90400,9040,9040,72320,BMW,1995
65,29,133889,2000,1441.6,5000000,472223,0,0,Multi-vehicle Collision,Minor Damage,Other,NC,Columbus,21,3,0,0,62900,6290,12580,44030,Jeep,1998
179,32,931901,1000,1433.42,6000000,608328,53800,0,Single Vehicle Collision,Major Damage,Police,NC,Arlington,4,1,1,2,54200,5420,10840,37940,Nissan,2014
372,50,769475,2000,1368.57,0,474860,0,0,Multi-vehicle Collision,Major Damage,Police,NY,Northbend,18,3,2,2,51800,5180,10360,36260,Accura,2003
398,55,844062,500,862.19,0,606858,69400,0,Vehicle Theft,Trivial Damage,Police,SC,Northbend,7,1,2,3,6600,600,1200,4800,Accura,2012
213,35,844129,500,871.46,0,477938,58500,-77700,Single Vehicle Collision,Total Loss,Fire,SC,Northbrook,13,1,2,0,74140,13480,6740,53920,Ford,2007
79,25,732169,500,1863.04,0,462698,53400,-35200,Single Vehicle Collision,Total Loss,Fire,VA,Northbend,0,1,2,1,67800,13560,6780,47460,Mercedes,1995
232,44,221854,2000,1181.64,0,454552,25800,0,Single Vehicle Collision,Major Damage,Fire,NY,Northbend,22,1,1,1,55400,5540,11080,38780,Jeep,2002
230,37,776950,1000,1060.74,0,471585,0,-51500,Single Vehicle Collision,Major Damage,Ambulance,SC,Columbus,15,1,2,3,49100,9820,4910,34370,Suburu,1996
234,41,291006,500,951.56,0,455426,59400,-78600,Multi-vehicle Collision,Major Damage,Police,SC,Riverwood,3,3,2,1,98280,15120,7560,75600,Chevrolet,2007
240,40,845751,500,1533.71,9000000,469856,0,-70900,Multi-vehicle Collision,Total Loss,Fire,VA,Northbend,18,2,0,2,66550,6050,12100,48400,Ford,2008
143,33,889764,1000,1200.09,0,454191,38400,-5700,Multi-vehicle Collision,Major Damage,Fire,WV,Arlington,17,3,2,2,70400,14080,7040,49280,Accura,2002
266,42,929306,500,1093.83,4000000,468454,0,-49600,Multi-vehicle Collision,Major Damage,Ambulance,WV,Springfield,18,3,1,1,53280,4440,8880,39960,Suburu,2015
89,32,515457,1000,988.93,0,614187,27600,0,Single Vehicle Collision,Total Loss,Other,NY,Columbus,11,1,2,3,84590,15380,15380,53830,Dodge,1999
229,37,556270,1000,1331.94,0,433974,0,-55400,Single Vehicle Collision,Total Loss,Other,NY,Columbus,17,1,0,2,54560,9920,9920,34720,Saab,2004
245,40,908935,1000,1361.45,0,604833,39300,0,Single Vehicle Collision,Minor Damage,Ambulance,OH,Northbend,12,1,0,2,82170,7470,7470,67230,Suburu,1999
50,44,525862,2000,1188.51,0,447469,0,-65800,Multi-vehicle Collision,Total Loss,Police,NY,Northbend,15,3,1,2,61100,6110,12220,42770,Dodge,2008
230,43,490514,2000,1101.83,0,451529,28900,0,Multi-vehicle Collision,Minor Damage,Police,NY,Arlington,0,3,0,3,51900,5190,10380,36330,BMW,2011
17,39,774895,1000,840.95,0,431202,32500,-80800,Parked Car,Trivial Damage,Police,SC,Arlington,9,1,2,1,3440,430,430,2580,Suburu,2002
163,36,974522,1000,1503.21,0,448190,55700,-49900,Single Vehicle Collision,Total Loss,Ambulance,WV,Springfield,1,1,2,1,51390,5710,11420,34260,Toyota,2013
29,32,669809,1000,1722.5,0,453713,0,-21500,Single Vehicle Collision,Major Damage,Other,WV,Columbus,22,1,0,2,76900,7690,7690,61520,Jeep,1995
232,42,182953,500,944.03,0,440153,0,-58400,Single Vehicle Collision,Minor Damage,Other,WV,Riverwood,11,1,2,3,77000,15400,7700,53900,Toyota,2015
235,39,836349,2000,1453.61,4000000,619570,0,0,Single Vehicle Collision,Major Damage,Other,NC,Hillsdale,10,1,0,3,60320,9280,9280,41760,Chevrolet,2012
295,46,591269,500,1672.88,0,478947,0,0,Single Vehicle Collision,Minor Damage,Fire,NY,Columbus,5,1,1,1,60700,12140,6070,42490,Honda,1997
22,21,550127,1000,1248.05,0,443550,37500,-54000,Multi-vehicle Collision,Total Loss,Police,SC,Arlington,3,3,1,2,53280,5920,0,47360,Chevrolet,2015
286,43,663190,500,1564.43,3000000,477644,77500,-32800,Single Vehicle Collision,Minor Damage,Fire,NY,Northbrook,18,1,2,2,34290,3810,3810,26670,Jeep,2013
257,44,109392,1000,1280.88,0,433981,59400,-32200,Single Vehicle Collision,Total Loss,Other,WV,Riverwood,21,1,0,1,46980,0,5220,41760,Accura,2002
94,26,215278,500,722.66,0,433696,50300,0,Multi-vehicle Collision,Major Damage,Fire,OH,Springfield,6,3,1,2,36700,3670,7340,25690,Nissan,2010
124,28,674570,1000,1235.14,0,443567,0,-32100,Multi-vehicle Collision,Total Loss,Other,OH,Hillsdale,20,3,0,1,60200,6020,6020,48160,Volkswagen,2012
141,30,681486,1000,1347.04,0,430665,0,-82100,Parked Car,Minor Damage,None,SC,Northbend,6,1,1,2,6480,540,1080,4860,Honda,1996
3,38,941851,1000,1310.8,0,431289,0,0,Single Vehicle Collision,Minor Damage,Fire,NC,Northbrook,20,1,0,1,87200,17440,8720,61040,Honda,2006
285,41,186934,1000,1436.79,0,608177,70900,0,Single Vehicle Collision,Major Damage,Fire,SC,Northbend,23,1,2,3,108480,18080,18080,72320,Volkswagen,2015
130,34,918516,500,1383.49,3000000,442797,35100,0,Multi-vehicle Collision,Minor Damage,Police,NC,Arlington,4,3,2,3,67500,7500,7500,52500,Suburu,1996
458,62,533940,2000,1356.92,5000000,441714,0,0,Single Vehicle Collision,Major Damage,Other,NY,Arlington,2,1,0,1,46980,5220,5220,36540,Audi,1998
456,60,556080,1000,766.19,0,612260,0,0,Parked Car,Minor Damage,Police,WV,Columbus,6,1,0,3,5060,460,920,3680,Mercedes,2007
